age,income,loan_amount,loan_term,credit_score,employment_type,marital_status,property_area,existing_loans,loan_purpose,fraud
56,64058,639579,120,687,Salaried,Married,Urban,4,Vehicle,0
29,141013,510445,60,547,Salaried,Married,Urban,3,Vehicle,0
52,98690,1444376,180,486,Salaried,Single,Rural,0,Vehicle,0
31,68915,1014983,84,844,Unemployed,Married,Semiurban,3,Education,0
48,82694,608250,120,467,Unemployed,Married,Semiurban,5,Home,1
30,86506,1369690,120,798,Salaried,Single,Semiurban,5,Business,1
26,118754,933967,240,750,Unemployed,Single,Semiurban,1,Vehicle,0
48,84288,733800,180,722,Self-employed,Married,Semiurban,5,Vehicle,0
26,46645,1434166,180,847,Business,Single,Urban,1,Vehicle,0
21,62144,1131218,36,499,Salaried,Married,Semiurban,5,Education,1
31,64242,885700,60,810,Salaried,Married,Urban,0,Vehicle,0
34,66663,521403,36,833,Salaried,Single,Urban,3,Vehicle,0
60,46624,1434698,60,490,Salaried,Married,Urban,0,Education,1
36,143277,1117526,240,839,Salaried,Single,Urban,0,Personal,0
23,43386,542642,180,453,Salaried,Married,Rural,3,Education,0
42,100634,602471,84,790,Salaried,Single,Rural,2,Home,1
46,54402,153855,180,512,Business,Married,Rural,1,Education,0
51,152981,966389,240,546,Salaried,Married,Urban,2,Home,0
41,134472,589807,180,698,Salaried,Single,Urban,3,Home,0
39,177166,509106,240,523,Business,Single,Urban,0,Education,0
56,140369,452432,120,509,Salaried,Single,Urban,1,Home,0
22,60004,784721,120,842,Salaried,Married,Semiurban,5,Home,0
55,146964,289670,240,620,Business,Single,Semiurban,3,Vehicle,0
56,132547,589407,60,582,Salaried,Single,Urban,2,Personal,0
28,168166,871200,60,610,Unemployed,Single,Urban,4,Personal,1
45,129070,770339,84,797,Unemployed,Single,Semiurban,4,Personal,1
46,20408,1228882,120,611,Salaried,Married,Rural,3,Vehicle,1
39,56239,1495341,240,467,Self-employed,Married,Semiurban,5,Home,1
57,143378,1423464,60,703,Salaried,Married,Urban,2,Business,0
34,77001,210239,60,699,Self-employed,Married,Rural,5,Business,0
56,120835,807600,120,797,Salaried,Married,Semiurban,3,Home,0
39,92020,509137,240,730,Salaried,Single,Urban,4,Home,0
40,137939,1472866,60,745,Salaried,Married,Urban,1,Business,0
33,20394,859642,240,744,Salaried,Single,Urban,3,Business,1
51,65089,210042,36,713,Self-employed,Married,Rural,5,Vehicle,0
28,81138,931824,120,604,Self-employed,Single,Semiurban,3,Home,0
45,90146,1426099,240,677,Salaried,Single,Urban,0,Vehicle,0
53,76965,148290,180,743,Unemployed,Married,Urban,5,Home,0
51,131680,725713,180,514,Salaried,Single,Semiurban,4,Business,1
22,121231,1266142,180,721,Salaried,Single,Semiurban,1,Home,0
59,65169,111165,180,678,Business,Single,Urban,4,Business,0
26,165455,638465,36,493,Unemployed,Married,Urban,4,Business,1
21,83100,730403,36,715,Unemployed,Married,Semiurban,3,Business,0
54,110305,1371235,180,711,Salaried,Single,Semiurban,0,Business,0
30,96566,551334,60,758,Self-employed,Married,Urban,5,Personal,0
56,84838,646673,120,782,Unemployed,Married,Urban,2,Vehicle,0
30,158484,527321,36,772,Self-employed,Single,Semiurban,4,Personal,0
47,58236,763455,120,644,Salaried,Single,Urban,0,Personal,0
56,124635,238326,84,777,Salaried,Married,Semiurban,1,Business,0
27,116869,566040,120,503,Business,Single,Urban,5,Education,0
27,156663,831696,240,742,Business,Married,Semiurban,0,Business,0
45,65362,823880,240,797,Unemployed,Married,Urban,1,Education,1
53,58761,1479009,60,523,Salaried,Married,Urban,5,Education,1
36,177567,977120,240,684,Salaried,Married,Semiurban,4,Education,0
48,154470,579753,84,775,Business,Married,Urban,2,Home,0
25,80924,296363,60,744,Salaried,Married,Semiurban,3,Home,0
48,151348,386111,120,704,Salaried,Single,Urban,4,Business,0
21,129405,1220560,240,626,Salaried,Single,Semiurban,1,Personal,0
32,37692,869761,60,713,Salaried,Single,Urban,3,Business,1
28,106593,623795,180,842,Business,Married,Urban,2,Education,0
57,121185,556053,84,779,Salaried,Single,Rural,4,Vehicle,0
21,179357,1065432,84,602,Salaried,Single,Urban,5,Business,1
21,44565,1003461,120,551,Salaried,Single,Urban,3,Home,1
37,77269,1087126,120,641,Salaried,Married,Rural,4,Education,0
49,133174,439391,60,631,Self-employed,Single,Urban,5,Business,0
39,28552,380347,120,665,Self-employed,Single,Urban,1,Vehicle,0
38,49140,983100,120,731,Salaried,Single,Urban,3,Personal,0
45,52450,330126,36,460,Salaried,Married,Semiurban,5,Business,1
42,130634,1352181,240,454,Salaried,Married,Urban,0,Vehicle,0
30,152018,491874,60,593,Business,Married,Rural,1,Vehicle,0
27,149683,1381570,60,546,Unemployed,Single,Urban,1,Vehicle,1
33,56327,994022,36,765,Salaried,Single,Urban,4,Education,0
35,106127,993545,120,481,Salaried,Single,Urban,2,Education,0
43,127595,617930,84,474,Salaried,Single,Urban,5,Education,1
51,91442,1371968,36,670,Salaried,Married,Urban,2,Home,0
21,162642,373275,84,634,Self-employed,Married,Semiurban,4,Personal,0
36,90337,540471,180,646,Salaried,Single,Urban,5,Personal,0
58,67921,504598,240,678,Unemployed,Single,Rural,4,Education,1
51,70952,1218951,240,528,Salaried,Single,Urban,5,Education,0
56,109052,867582,120,772,Self-employed,Married,Urban,3,Personal,0
53,23734,450088,180,590,Self-employed,Single,Urban,4,Home,1
33,122200,1138144,240,722,Business,Single,Urban,4,Vehicle,0
45,123080,1373429,84,555,Salaried,Single,Semiurban,4,Home,0
50,150072,1201158,84,605,Business,Married,Semiurban,4,Home,1
23,157871,599576,84,470,Self-employed,Married,Rural,2,Home,0
36,73043,1221126,36,450,Self-employed,Married,Urban,5,Personal,1
29,125044,1382370,84,616,Unemployed,Single,Rural,1,Education,1
22,158873,1478494,180,504,Self-employed,Married,Rural,2,Personal,0
49,75839,780028,84,554,Self-employed,Married,Urban,1,Vehicle,0
51,42560,1140105,60,685,Salaried,Single,Urban,3,Business,1
31,64591,926691,240,761,Salaried,Single,Urban,1,Vehicle,0
46,44275,1204734,60,822,Business,Single,Semiurban,3,Vehicle,1
21,29466,377199,60,844,Salaried,Single,Rural,4,Home,1
27,160179,809655,240,493,Salaried,Married,Semiurban,3,Business,1
51,58504,611304,36,728,Self-employed,Single,Urban,0,Home,0
27,152097,970915,60,450,Unemployed,Single,Urban,3,Business,1
39,77214,906866,240,816,Business,Single,Urban,0,Business,0
39,111666,259991,180,620,Salaried,Single,Rural,4,Business,0
54,105777,1357476,60,797,Salaried,Married,Semiurban,2,Education,0
38,148875,1487751,84,585,Business,Single,Semiurban,1,Business,0
45,135098,1103344,36,507,Self-employed,Married,Urban,2,Business,0
45,110434,769653,120,667,Salaried,Married,Semiurban,5,Education,0
36,118449,977992,180,704,Salaried,Married,Semiurban,1,Vehicle,0
47,156135,1311894,240,833,Salaried,Single,Urban,0,Business,0
22,113000,1270996,120,518,Unemployed,Single,Rural,2,Business,1
30,162572,983062,60,557,Business,Single,Semiurban,0,Business,0
22,129334,879478,36,809,Salaried,Single,Urban,4,Business,0
44,55035,265660,60,489,Salaried,Married,Urban,1,Vehicle,0
54,96514,1086048,120,819,Salaried,Single,Urban,1,Home,0
23,176380,464024,180,532,Salaried,Married,Semiurban,3,Personal,0
57,149562,741799,240,566,Salaried,Single,Urban,0,Personal,0
29,73538,939704,180,478,Salaried,Single,Rural,4,Personal,0
50,143151,756806,240,778,Salaried,Married,Urban,2,Vehicle,0
27,45367,263176,84,758,Business,Married,Urban,2,Business,0
25,73550,1352232,36,837,Unemployed,Single,Semiurban,5,Home,1
26,167454,1284464,36,738,Unemployed,Married,Urban,2,Home,0
21,111493,692240,120,706,Salaried,Married,Semiurban,1,Home,0
53,44477,1153141,60,462,Self-employed,Married,Urban,0,Education,1
50,38644,1412718,36,817,Salaried,Single,Rural,5,Business,0
53,153345,1376618,240,717,Unemployed,Married,Urban,1,Education,0
60,130958,183913,240,846,Self-employed,Single,Urban,4,Personal,0
30,166609,1416570,120,499,Business,Single,Semiurban,2,Personal,0
26,148786,297371,120,610,Salaried,Married,Urban,2,Personal,0
26,36647,475780,240,845,Salaried,Married,Rural,3,Business,0
57,145994,183031,84,596,Salaried,Single,Urban,4,Personal,0
47,150629,1043911,84,799,Salaried,Single,Semiurban,1,Personal,1
27,94194,888155,60,741,Salaried,Single,Urban,3,Home,0
50,158277,1074867,36,493,Salaried,Single,Rural,3,Vehicle,1
42,34900,765394,84,759,Salaried,Married,Urban,3,Home,1
51,56145,1442631,60,613,Self-employed,Married,Urban,2,Vehicle,0
34,24014,986928,84,579,Self-employed,Single,Urban,2,Vehicle,1
49,128027,1200539,60,792,Business,Single,Rural,0,Vehicle,0
40,61131,516505,84,664,Salaried,Single,Rural,3,Education,0
57,120010,120827,180,850,Business,Single,Urban,5,Personal,0
41,100972,129751,60,684,Unemployed,Married,Rural,0,Vehicle,0
21,136111,363648,240,680,Self-employed,Single,Urban,5,Business,0
55,61542,1360269,120,560,Salaried,Single,Rural,4,Home,1
44,22244,733223,84,707,Business,Single,Semiurban,5,Vehicle,1
43,110330,1237635,120,717,Unemployed,Married,Urban,1,Vehicle,0
32,162901,1347578,60,727,Salaried,Married,Rural,5,Vehicle,0
60,44011,283752,36,495,Self-employed,Married,Urban,5,Personal,0
49,149953,1318935,36,791,Salaried,Married,Urban,3,Personal,0
33,141096,360970,84,687,Salaried,Married,Urban,2,Business,0
38,87336,744657,120,794,Salaried,Married,Urban,0,Business,0
54,175272,765784,84,537,Unemployed,Married,Urban,3,Business,1
46,31521,1311846,120,515,Unemployed,Married,Rural,1,Vehicle,0
27,51116,1157503,36,773,Self-employed,Married,Rural,5,Education,0
41,71415,295568,36,463,Salaried,Single,Urban,5,Personal,0
45,24629,373779,120,774,Self-employed,Married,Urban,5,Business,1
55,82291,892947,84,787,Salaried,Single,Rural,5,Home,0
58,45110,332640,120,755,Salaried,Single,Urban,1,Home,0
44,72518,919567,36,701,Business,Married,Urban,5,Home,0
47,116370,757635,240,680,Business,Single,Urban,1,Personal,0
23,48725,818925,84,697,Unemployed,Single,Urban,5,Education,1
22,158497,148314,180,712,Business,Single,Rural,0,Business,1
29,75609,274992,240,804,Unemployed,Married,Urban,1,Home,0
56,95154,1079461,240,703,Salaried,Married,Rural,2,Business,0
38,120976,315785,180,842,Self-employed,Single,Semiurban,5,Vehicle,0
49,129080,1350594,240,589,Business,Single,Semiurban,3,Business,0
25,135808,450746,36,711,Salaried,Married,Urban,5,Personal,0
22,48054,477286,84,669,Business,Married,Urban,1,Education,0
41,50061,120201,84,802,Salaried,Married,Urban,4,Education,0
56,35363,908642,84,758,Salaried,Single,Urban,2,Personal,0
25,168457,1455326,120,799,Business,Married,Rural,1,Business,0
52,148718,198129,84,665,Salaried,Married,Urban,2,Personal,0
57,23575,697765,36,779,Business,Single,Rural,2,Business,0
55,156284,182041,84,780,Salaried,Married,Urban,3,Education,0
43,122947,267283,180,846,Salaried,Single,Urban,5,Vehicle,0
28,116017,1395991,36,464,Salaried,Single,Urban,2,Vehicle,0
26,68111,873596,180,452,Unemployed,Single,Urban,0,Home,1
40,37671,653075,84,802,Self-employed,Married,Urban,1,Business,0
28,51105,769689,60,835,Self-employed,Married,Semiurban,5,Home,0
51,146477,688338,84,845,Self-employed,Single,Urban,2,Home,0
36,71973,263612,36,703,Salaried,Single,Semiurban,3,Vehicle,0
27,107246,537594,180,839,Salaried,Married,Semiurban,2,Vehicle,0
53,45698,372756,60,636,Salaried,Married,Rural,4,Business,0
33,35993,682669,120,534,Self-employed,Single,Urban,0,Home,1
50,67028,659429,36,693,Self-employed,Married,Urban,0,Personal,0
48,73591,415873,120,707,Salaried,Married,Urban,2,Education,0
45,128779,506704,84,546,Salaried,Married,Semiurban,3,Personal,1
24,83259,332957,60,508,Salaried,Single,Semiurban,1,Home,0
38,77366,1400697,240,816,Salaried,Married,Urban,5,Education,0
34,109129,1435674,84,811,Self-employed,Single,Urban,4,Personal,0
40,80552,457003,84,798,Salaried,Single,Urban,3,Business,0
51,130177,800562,36,540,Unemployed,Single,Urban,0,Personal,1
51,170871,102110,120,576,Salaried,Single,Rural,4,Education,0
31,56425,296943,36,605,Business,Married,Urban,5,Education,0
52,84463,863970,120,456,Business,Married,Semiurban,4,Personal,0
54,23433,410169,120,562,Self-employed,Single,Urban,0,Business,1
48,112219,532658,240,495,Salaried,Married,Semiurban,2,Personal,0
49,156125,466901,84,797,Salaried,Married,Urban,3,Education,0
23,169916,1190682,240,625,Business,Single,Urban,3,Personal,0
43,93604,331086,36,705,Unemployed,Single,Urban,1,Personal,0
60,164313,1493180,60,605,Salaried,Single,Semiurban,0,Vehicle,0
39,173470,358863,36,700,Salaried,Married,Urban,0,Home,0
43,92256,1152756,240,843,Self-employed,Single,Semiurban,1,Business,0
26,94232,558978,36,692,Unemployed,Single,Rural,5,Vehicle,1
27,86487,733387,180,609,Salaried,Married,Semiurban,2,Personal,0
33,83541,384564,120,733,Salaried,Married,Urban,4,Vehicle,0
45,132528,301415,60,719,Salaried,Married,Semiurban,5,Education,0
48,140303,981864,120,686,Salaried,Single,Rural,3,Home,0
60,97269,608864,180,712,Salaried,Married,Urban,3,Business,0
21,139322,1186342,120,477,Salaried,Married,Rural,5,Home,1
27,94172,1285820,120,803,Salaried,Single,Urban,4,Personal,0
24,71756,1182684,60,737,Self-employed,Married,Urban,5,Business,1
40,19691,1117024,180,802,Salaried,Single,Urban,4,Home,1
36,71554,317279,120,462,Business,Married,Urban,0,Education,0
32,79584,1246553,84,763,Self-employed,Single,Urban,5,Home,1
36,62767,1172724,240,808,Salaried,Married,Urban,2,Home,0
52,114295,677097,120,647,Self-employed,Single,Urban,3,Business,1
50,49490,1283232,120,455,Self-employed,Single,Semiurban,5,Personal,1
43,54517,1081272,240,684,Salaried,Single,Urban,4,Business,1
54,120399,1175933,36,539,Self-employed,Married,Semiurban,4,Education,0
29,90965,1480857,84,651,Salaried,Married,Urban,3,Personal,0
53,155739,643636,60,807,Salaried,Married,Semiurban,3,Home,0
31,78739,302459,240,504,Salaried,Married,Urban,1,Business,0
32,118685,980921,36,481,Self-employed,Single,Urban,5,Home,1
44,176999,1423919,36,539,Salaried,Married,Urban,5,Personal,0
52,132691,699972,60,553,Self-employed,Married,Rural,1,Home,0
27,71356,169707,60,452,Salaried,Married,Semiurban,0,Education,0
54,148069,498745,60,742,Business,Married,Urban,4,Business,0
49,130069,1411707,120,486,Self-employed,Single,Semiurban,2,Home,0
35,31494,1361415,180,619,Salaried,Married,Rural,2,Vehicle,1
25,59382,704124,36,723,Self-employed,Married,Urban,0,Personal,0
28,170770,1087713,84,784,Salaried,Married,Urban,1,Education,0
24,54513,528308,180,825,Salaried,Single,Urban,0,Personal,0
23,108661,248400,120,756,Self-employed,Single,Rural,3,Business,0
23,45279,174658,120,709,Salaried,Married,Urban,2,Business,1
24,24908,511407,180,761,Business,Single,Semiurban,0,Vehicle,0
48,129891,1252479,60,509,Salaried,Married,Urban,2,Vehicle,0
36,78826,292918,180,455,Salaried,Single,Rural,0,Business,0
25,32851,365742,120,542,Salaried,Married,Urban,5,Business,1
46,143488,1479051,36,786,Salaried,Married,Rural,1,Vehicle,0
43,75746,1030174,240,604,Unemployed,Married,Rural,1,Personal,0
55,149975,318896,36,627,Unemployed,Married,Urban,1,Business,0
54,78433,739503,240,733,Salaried,Married,Semiurban,1,Home,0
49,136951,339575,36,705,Business,Married,Urban,3,Education,0
26,33655,685299,180,646,Salaried,Married,Urban,0,Business,1
32,131006,1216716,36,788,Salaried,Married,Rural,4,Education,0
37,172916,554125,36,624,Self-employed,Married,Rural,5,Home,0
56,119740,702760,180,687,Salaried,Married,Urban,3,Vehicle,0
36,52569,131841,84,799,Unemployed,Single,Rural,4,Education,1
46,28120,1390896,84,635,Salaried,Married,Semiurban,4,Home,1
57,102145,654733,60,677,Salaried,Married,Urban,0,Education,0
56,75106,956919,36,746,Unemployed,Married,Rural,4,Education,0
37,90389,644296,120,515,Salaried,Single,Urban,4,Home,1
23,66301,1162667,120,746,Salaried,Single,Urban,5,Education,1
43,159673,193812,180,570,Salaried,Single,Semiurban,0,Personal,0
34,103403,1296143,84,798,Salaried,Married,Rural,1,Home,0
44,105814,955926,240,641,Salaried,Married,Semiurban,1,Education,0
30,172986,153551,36,761,Salaried,Married,Semiurban,5,Personal,0
43,74326,894484,180,466,Self-employed,Single,Urban,5,Home,0
35,166216,1155907,180,772,Salaried,Married,Semiurban,0,Personal,0
59,141818,1482437,180,716,Salaried,Married,Urban,4,Education,0
42,81720,859095,60,683,Salaried,Single,Semiurban,3,Vehicle,0
43,164920,1160411,36,635,Self-employed,Single,Urban,3,Business,0
29,158932,613684,120,795,Self-employed,Single,Semiurban,2,Education,0
26,125086,982948,180,525,Self-employed,Single,Rural,3,Home,1
47,87042,1263035,240,690,Self-employed,Single,Rural,3,Home,0
25,52702,1179817,180,648,Unemployed,Married,Urban,5,Personal,1
39,49202,806338,84,752,Self-employed,Single,Rural,0,Home,0
43,135675,957472,240,680,Self-employed,Married,Urban,3,Business,0
58,151529,275719,60,453,Self-employed,Married,Semiurban,3,Vehicle,1
32,151344,1333294,84,845,Salaried,Married,Urban,0,Personal,0
54,169998,1165831,120,596,Salaried,Married,Semiurban,1,Home,0
34,130862,1188704,84,744,Business,Married,Urban,2,Business,0
38,145568,1020475,60,536,Salaried,Married,Rural,0,Business,0
30,43159,533781,180,710,Business,Single,Semiurban,0,Personal,0
33,19747,1124177,36,639,Salaried,Married,Semiurban,4,Business,1
39,46734,351533,120,671,Salaried,Single,Rural,2,Home,0
26,76311,255923,84,530,Salaried,Married,Urban,5,Personal,0
41,28055,1008858,36,811,Business,Married,Urban,4,Home,0
58,116620,561812,240,550,Salaried,Single,Urban,1,Vehicle,0
33,41255,1182772,240,833,Salaried,Married,Urban,4,Personal,1
32,28174,976943,240,584,Self-employed,Single,Semiurban,3,Personal,1
32,96669,586315,84,792,Salaried,Married,Semiurban,4,Vehicle,0
35,47456,702451,120,678,Salaried,Married,Urban,3,Education,0
43,122356,368556,120,700,Self-employed,Single,Urban,2,Personal,0
47,33939,1279139,84,583,Self-employed,Married,Urban,3,Vehicle,1
24,88337,1118178,240,562,Salaried,Single,Urban,3,Business,0
34,46918,1386191,180,618,Salaried,Single,Rural,0,Vehicle,1
42,110458,1259503,36,785,Salaried,Single,Urban,1,Business,0
46,78118,708567,60,641,Salaried,Single,Semiurban,1,Home,0
22,156033,315001,180,653,Business,Single,Urban,2,Home,0
36,26854,671386,240,513,Business,Married,Semiurban,1,Education,1
53,126889,142266,36,830,Business,Single,Urban,4,Vehicle,0
59,99838,778904,120,712,Self-employed,Married,Urban,1,Home,0
57,141574,889747,84,669,Salaried,Married,Semiurban,3,Education,0
55,150800,612992,120,458,Unemployed,Married,Rural,4,Home,1
57,24525,933300,60,678,Salaried,Single,Semiurban,2,Business,0
27,165032,454954,60,700,Self-employed,Single,Urban,4,Vehicle,0
57,78930,223591,120,579,Salaried,Married,Rural,0,Education,0
59,124570,111684,84,803,Salaried,Married,Semiurban,2,Business,0
51,152855,1263515,240,825,Salaried,Single,Urban,0,Vehicle,0
21,60491,1190391,240,512,Salaried,Married,Rural,0,Home,0
54,145714,393318,240,730,Salaried,Single,Urban,3,Education,0
38,154965,776092,180,640,Self-employed,Single,Urban,4,Business,0
44,154152,1367765,84,691,Salaried,Married,Rural,5,Business,0
51,20574,766240,120,541,Salaried,Single,Rural,0,Education,1
33,42601,1227704,120,619,Salaried,Married,Semiurban,0,Education,0
43,21703,503996,84,595,Business,Married,Semiurban,2,Education,1
46,84781,1276737,180,778,Self-employed,Single,Semiurban,0,Business,0
37,165760,314585,60,717,Self-employed,Married,Urban,4,Personal,0
60,142100,538947,60,451,Business,Single,Urban,4,Business,1
51,18064,778088,36,476,Salaried,Married,Urban,3,Education,1
28,81117,1274709,120,643,Business,Married,Urban,4,Education,0
34,61546,1429111,84,814,Salaried,Married,Semiurban,3,Education,0
48,109273,473319,36,637,Business,Married,Semiurban,1,Personal,0
33,118258,884766,60,832,Unemployed,Single,Urban,4,Business,1
40,104101,297359,84,579,Salaried,Single,Semiurban,0,Education,0
46,29512,630659,84,770,Salaried,Single,Rural,3,Personal,1
52,63553,1092893,240,781,Business,Single,Urban,0,Personal,0
30,64375,376086,36,664,Business,Single,Urban,5,Home,0
55,90739,507229,240,764,Self-employed,Married,Rural,2,Business,0
58,114011,1182844,36,790,Salaried,Single,Urban,4,Business,0
26,63242,1029874,36,591,Self-employed,Married,Urban,5,Home,1
56,109929,346865,84,688,Self-employed,Single,Semiurban,3,Home,0
26,65841,281230,60,612,Self-employed,Single,Semiurban,0,Business,0
50,39305,617434,84,798,Self-employed,Single,Semiurban,5,Business,1
45,93255,473301,84,521,Self-employed,Married,Urban,1,Education,0
32,95314,643904,240,675,Salaried,Married,Urban,2,Education,0
54,135879,1423358,240,537,Salaried,Married,Urban,4,Business,0
39,72380,817605,240,707,Self-employed,Married,Urban,1,Education,0
37,26243,341797,180,787,Self-employed,Married,Urban,4,Education,1
45,172243,170988,84,809,Salaried,Married,Rural,0,Business,0
42,106256,1458705,36,545,Unemployed,Married,Urban,4,Business,1
49,179641,1057235,180,744,Self-employed,Married,Urban,1,Education,0
59,106572,1111996,240,655,Salaried,Single,Semiurban,4,Home,0
38,169385,940433,180,464,Salaried,Single,Rural,4,Personal,1
57,54581,372400,240,620,Business,Single,Rural,2,Business,0
50,121807,446747,120,450,Self-employed,Single,Rural,2,Education,0
36,71299,1015509,36,820,Salaried,Married,Urban,1,Education,0
56,121297,545627,120,792,Salaried,Married,Semiurban,0,Vehicle,0
29,122827,786003,84,795,Self-employed,Married,Semiurban,4,Home,0
58,25050,564926,180,541,Business,Married,Urban,4,Home,1
46,38255,1453873,60,520,Salaried,Single,Urban,3,Home,1
32,129597,416140,84,609,Salaried,Married,Urban,3,Business,1
54,45900,1075013,36,627,Self-employed,Single,Semiurban,3,Home,1
29,168649,1163194,120,801,Salaried,Married,Semiurban,5,Vehicle,0
24,97417,991250,84,829,Self-employed,Married,Semiurban,3,Education,0
44,47274,475053,120,722,Business,Single,Urban,2,Personal,0
53,179092,1054181,120,474,Salaried,Single,Urban,3,Vehicle,1
59,114808,629167,120,622,Self-employed,Single,Semiurban,1,Education,0
22,135118,780803,84,775,Salaried,Single,Urban,0,Personal,0
36,63936,276259,180,498,Salaried,Single,Semiurban,3,Education,1
50,179806,611916,240,718,Self-employed,Single,Urban,2,Home,0
27,118116,1175067,240,490,Salaried,Married,Urban,0,Business,0
37,38783,1008979,36,548,Self-employed,Married,Semiurban,4,Business,1
24,116103,1302372,120,560,Business,Married,Urban,5,Business,1
23,176498,936072,60,797,Salaried,Single,Urban,0,Vehicle,0
38,88006,1069809,180,775,Salaried,Single,Urban,5,Education,0
60,93453,1377828,120,751,Salaried,Married,Semiurban,3,Personal,1
42,101792,826382,120,527,Salaried,Married,Urban,5,Business,0
23,167766,264854,240,699,Self-employed,Married,Urban,5,Personal,0
39,100663,1046862,240,689,Salaried,Single,Semiurban,4,Vehicle,0
22,92419,1266938,240,701,Unemployed,Married,Rural,1,Vehicle,0
28,43422,929947,60,558,Unemployed,Married,Urban,1,Vehicle,1
43,75082,976987,180,592,Salaried,Married,Semiurban,5,Education,0
35,123897,1137740,120,596,Business,Married,Urban,1,Vehicle,0
55,105570,1073123,240,538,Self-employed,Single,Urban,5,Vehicle,0
22,76770,390606,180,767,Salaried,Single,Semiurban,5,Vehicle,0
41,177858,624163,60,741,Self-employed,Single,Rural,0,Personal,0
45,162718,1172348,60,532,Salaried,Single,Urban,5,Business,1
39,34990,164780,60,745,Salaried,Single,Semiurban,3,Business,0
53,47139,1366694,84,531,Salaried,Single,Urban,0,Vehicle,0
45,36445,974700,84,816,Salaried,Single,Urban,5,Home,1
46,28461,862048,120,816,Unemployed,Married,Urban,0,Home,1
37,169994,334427,240,536,Salaried,Married,Urban,1,Vehicle,0
27,104514,1446446,240,487,Salaried,Married,Semiurban,2,Education,0
49,104680,1044507,240,582,Self-employed,Single,Semiurban,1,Personal,0
35,115216,1281827,84,815,Salaried,Single,Semiurban,2,Vehicle,0
39,58485,369595,60,761,Salaried,Married,Urban,1,Home,0
58,97418,411140,180,456,Salaried,Married,Urban,1,Education,0
58,149359,759126,180,641,Salaried,Married,Semiurban,4,Vehicle,0
45,21730,235796,84,565,Salaried,Single,Urban,4,Home,1
43,148754,1063267,180,776,Unemployed,Single,Semiurban,2,Home,0
27,104380,1164129,36,588,Self-employed,Single,Rural,0,Vehicle,0
36,82144,637022,240,543,Self-employed,Single,Urban,5,Vehicle,1
59,87668,1257576,84,496,Self-employed,Single,Rural,1,Personal,0
34,77660,611580,180,839,Self-employed,Married,Urban,0,Education,0
25,69491,1103065,36,676,Salaried,Single,Urban,4,Business,0
21,170492,1001262,36,818,Business,Single,Semiurban,5,Personal,0
21,83994,953895,180,588,Salaried,Single,Urban,3,Personal,1
40,87258,1216083,60,624,Salaried,Married,Semiurban,0,Business,0
41,151574,1086723,120,533,Salaried,Married,Semiurban,0,Vehicle,0
55,65882,505999,36,840,Salaried,Married,Semiurban,2,Personal,0
40,177783,541014,180,794,Salaried,Single,Urban,3,Business,0
60,59191,783003,180,692,Self-employed,Married,Semiurban,2,Business,0
51,97591,877605,60,606,Salaried,Married,Rural,2,Vehicle,0
57,121164,974771,36,840,Unemployed,Single,Rural,2,Business,0
38,23106,524071,60,788,Self-employed,Married,Rural,0,Education,1
45,103376,1270353,180,828,Salaried,Single,Semiurban,3,Education,0
36,60052,782587,240,695,Unemployed,Married,Rural,0,Vehicle,0
52,83495,687501,180,750,Salaried,Single,Urban,2,Education,0
49,92510,332848,120,518,Business,Single,Urban,5,Vehicle,0
58,96343,1303950,60,737,Salaried,Single,Urban,4,Education,0
39,23728,394581,36,808,Self-employed,Married,Rural,2,Vehicle,0
41,140768,577484,120,635,Salaried,Married,Urban,5,Home,0
47,130022,931118,120,474,Business,Single,Rural,4,Education,1
48,26410,1157408,84,725,Salaried,Married,Semiurban,5,Home,1
56,47447,1215186,60,712,Business,Single,Semiurban,3,Personal,0
25,130970,680627,120,681,Business,Single,Semiurban,0,Business,0
42,137025,1206696,240,828,Business,Married,Rural,3,Personal,0
60,120222,139576,36,565,Salaried,Single,Urban,1,Personal,0
41,157556,1059978,240,790,Salaried,Married,Rural,5,Personal,0
30,72039,746932,60,501,Salaried,Single,Semiurban,4,Education,0
41,78320,1480276,60,553,Salaried,Married,Rural,1,Business,1
49,50272,886670,36,677,Business,Single,Urban,3,Vehicle,1
34,117747,1337775,36,497,Unemployed,Single,Urban,1,Home,0
43,101068,970586,60,557,Unemployed,Married,Urban,4,Home,1
45,128104,939507,36,631,Salaried,Married,Rural,3,Education,0
26,120153,1088516,36,590,Self-employed,Married,Urban,1,Business,0
29,153953,426648,60,805,Salaried,Single,Urban,1,Education,0
47,59283,979208,60,539,Unemployed,Single,Semiurban,5,Business,1
28,60565,162872,120,554,Salaried,Married,Rural,2,Personal,0
22,104922,159762,120,467,Self-employed,Single,Rural,0,Personal,0
59,155679,455971,60,501,Salaried,Single,Urban,0,Home,0
50,126809,1225598,120,518,Business,Single,Urban,3,Education,1
55,113835,1386832,240,816,Salaried,Married,Semiurban,4,Business,0
53,52028,399044,60,787,Salaried,Single,Semiurban,2,Personal,0
35,83711,487190,240,787,Salaried,Married,Semiurban,4,Personal,0
38,52526,787748,120,641,Self-employed,Single,Semiurban,3,Home,0
32,21754,399797,240,467,Business,Single,Urban,2,Home,1
51,108151,493736,240,745,Salaried,Single,Urban,2,Personal,0
38,152870,807474,84,545,Salaried,Married,Semiurban,3,Home,0
54,86908,232367,84,668,Self-employed,Single,Urban,3,Home,0
